price_aprox_usd,surface_covered_in_m2,lat,lon,neighborhood
59500,33,-34.64213136,-58.42310318,Parque Chacabuco
97000,48,-34.54324,-58.47883,Saavedra
103000,34,-34.5859299,-58.4404055,Palermo
350000,60,-34.5763588,-58.4242516,Palermo
181000,56,-34.5907652,-58.4172571,Palermo
95000,50,-34.6189857,-58.3829988,Monserrat
135000,92,-34.6146546,-58.40364661,Congreso
181937,47,-34.6153103,-58.3619834,Puerto Madero
122750,41,-34.55454666,-58.46861733,Coghlan
62857,36,-34.616698,-58.442931,Caballito
71000,60,-34.6066966,-58.4086925,Balvanera
110000,40,-34.558304,-58.474783,Nuñez
135000,84,-34.6046253,-58.4050569,Once
145000,38,-34.5743447,-58.4428909,Belgrano
398000,84,-34.5776851,-58.4243307,Palermo
93000,60,-34.5985243,-58.4348637,Villa Crespo
63000,30,,,
108782.86,50,-34.6267687,-58.4252038,Boedo
99000,44,-34.6421604,-58.423024,Parque Chacabuco
96900,38,-34.6540398,-58.5062386,Mataderos
82000,40,-34.6066676,-58.4491557,Caballito
95000,38,-34.605789,-58.419346,Almagro
92000,69,-34.6428398,-58.5261689,Liniers
98000,42,-34.6205566,-58.4448674,Caballito
82500,47,-34.6421604,-58.423024,Parque Chacabuco
96900,46,-34.6195076,-58.4780504,Flores
70000,33,-34.6294067,-58.4127411,Boedo
107000,37,-34.552512,-58.45229,Belgrano
73900,34,-34.5958168,-58.4474666,Villa Crespo
135000,44,-34.5991391,-58.4866606,Villa del Parque
75000,38,-34.588841,-58.494497,Agronomía
124000,65,-34.6122943,-58.4804601,Villa del Parque
75000,32,-34.620043,-58.462678,Flores
68000,32,-34.630152,-58.4317885,Parque Chacabuco
95000,39,-34.5485266,-58.4830367,Saavedra
256000,63,-34.585507,-58.413577,Barrio Norte
107300,36,-34.62818,-58.429483,Caballito
258000,75,-34.542102,-58.466396,Nuñez
69000,37,-34.6234558,-58.3770411,San Telmo
128000,59,-34.6014489,-58.465483,Paternal
184900,76,-34.6046824,-58.4196284,Almagro
149000,70,-34.5976786,-58.4430195,Villa Crespo
95000,45,-34.606191,-58.431666,Parque Centenario
100000,49,-34.54202004,-58.47692013,Saavedra
69214,33,-34.61849621,-58.40644971,San Cristobal
219000,65,-34.574187,-58.460678,Belgrano
100000,35,-34.5749333,-58.4405969,Palermo
135000,43,-34.578295,-58.449588,Colegiales
79900,50,-34.6166842,-58.4115653,Balvanera
220632,56,-34.6153103,-58.3619834,Puerto Madero
109800,50,-34.6102119,-58.441081,Caballito
148000,48,-34.6269794,-58.4185548,Boedo
72000,40,-34.61023668,-58.40666131,Once
160000,86,-34.6315368,-58.4761251,Floresta
130000,63,-34.6298425,-58.4654617,Flores
194435,71,-34.61098,-58.417856,Almagro
260000,58,-34.5795765,-58.4077476,Palermo
86500,33,-34.614334,-58.438544,Caballito
75371.92,30,-34.6222103,-58.4043385,San Cristobal
73000,31,-34.6374837,-58.4601452,Flores
85000,40,-34.6104008,-58.4198453,Almagro
89000,63,-34.6336711,-58.3635546,Boca
265000,70,-34.586125,-58.386626,Recoleta
221600,63,,,Belgrano
159088.19,56,-34.6264374,-58.4598574,Flores
131000,43,-34.5527712,-58.4669984,Nuñez
115000,53,-34.5971159,-58.4417984,Villa Crespo
115000,56,-34.586824,-58.50584,Villa Pueyrredón
130000,50,,,
100035.51,42,-34.6321116,-58.3703982,Barracas
225000,80,-34.567188,-58.435582,Palermo
188000,45,-34.574547,-58.4343478,Palermo
135000,55,-34.5574543,-58.4487158,Belgrano
200000,63,-34.6395525,-58.519663,Liniers
130000,60,-34.5838856,-58.5063984,Villa Pueyrredón
115000,64,-34.66302274,-58.51445273,Mataderos
79900,40,-34.60174,-58.416238,Almagro
153000,59,-34.606283,-58.3922029,Centro / Microcentro
185000,90,-34.603118,-58.421301,Almagro
84000,35,-34.5952048,-58.4418424,Villa Crespo
99000,32,-34.60189273,-58.43270672,Villa Crespo
83283,35,-34.5546524,-58.4936437,Saavedra
180000,60,-34.6011344,-58.4016893,Balvanera
136000,73,-34.631266,-58.518806,Versalles
103133.26,33,-34.623337,-58.3977098,San Cristobal
210000,64,-34.5853965,-58.4397049,Palermo
125000,85,-34.6171646,-58.4696367,Flores
129000,84,-34.6274575,-58.4561777,Flores
152000,84,-34.617087,-58.394308,Balvanera
158000,72,-34.601057,-58.437675,Parque Centenario
118750,43,-34.6025527,-58.4271351,Villa Crespo
100000,36,-34.560944,-58.459536,Belgrano
140000,49,-34.59896716,-58.40579419,Agronomía
149000,96,-34.6328224,-58.483932,Floresta
210000,75,-34.5685537,-58.4878539,Villa Urquiza
75000,30,-34.5864327,-58.4515149,Colegiales
67000,40,-34.6069814,-58.4163065,Palermo
140000,57,-34.5552851,-58.4610938,Belgrano
214200,61,-34.60371374,-58.38158089,Palermo
175000,55,-34.5557983,-58.4486515,Belgrano
127000,53,-34.633535,-58.369552,Barracas
70000,30,-34.633333,-58.4,Parque Patricios
99900,48,-34.6165656,-58.4174769,Almagro
180000,100,,,
228000,90,-34.6036844,-58.3815591,Parque Chacabuco
230000,95,-34.59809138,-58.40076049,Recoleta
90000,33,-34.553256,-58.475979,Saavedra
103382,36,-34.54179,-58.476815,Nuñez
80000,55,-34.57457044,-58.50871181,Villa Pueyrredón
115000,41,-34.6252802,-58.45747948,Flores
80000,34,-34.5893767,-58.4190409,Palermo
119000,94,-34.633422,-58.355104,Boca
89000,46,,,Congreso
99000,38,-34.597571,-58.389909,Recoleta
145000,50,-34.573917,-58.489945,Villa Urquiza
65000,41,-34.6249464,-58.3883756,Constitución
105000,41,-34.6047969,-58.454126,Villa Crespo
95000,50,-34.639925,-58.438406,Parque Chacabuco
195000,52,-34.577959,-58.405829,Palermo
140000,50,-34.5978662,-58.415931,Palermo
135000,58,-34.61093124,-58.48311706,Villa Santa Rita
187000,72,-34.564492,-58.4723806,Coghlan
295000,65,-34.58633968,-58.41082733,Puerto Madero
99000,39,-34.5691362,-58.47702723,Villa Urquiza
195000,65,-34.6100388,-58.4526612,Villa Crespo
85000,32,-34.5716656,-58.4326754,Palermo
139500,70,-34.6045043,-58.4372375,Villa Crespo
126000,46,-34.623771,-58.440083,Caballito
125000,44,-34.5758276,-58.4951948,Villa Urquiza
55000,55,-34.670624,-58.4801284,Villa Lugano
140000,85,-34.6061654,-58.4085255,Once
81000,38,-34.604567,-58.4070449,Abasto
164000,51,-34.55760802,-58.48058258,Saavedra
79000,39,-34.62721691,-58.47113064,Flores
92000,54,-34.6200294,-58.3888623,Monserrat
142000,66,-34.60264977,-58.43685417,Almagro
109000,49,-34.56832537,-58.44927279,Belgrano
153769.25,56,-34.62648415,-58.46008083,Flores
63000,31,-34.614919,-58.3913331,Monserrat
85000,37,,,Villa Urquiza
115000,55,-34.5899723,-58.4236546,Palermo
120000,37,-34.5576708,-58.4645865,Belgrano
135000,54,-34.5865365,-58.4083262,Villa Crespo
180000,52,-34.5948049,-58.39247272,Barrio Norte
121515,47,,,San Telmo
87000,46,-34.611559,-58.418298,Almagro
94765,38,-34.6233348,-58.3748384,San Telmo
195000,100,-34.6037232,-58.3815931,Congreso
63000,33,-34.61569633,-58.49638817,Floresta
165000,85,-34.6004038,-58.4954328,Agronomía
102000,50,-34.637834,-58.503098,Villa Luro
85000,33,-34.56616,-58.455591,Belgrano
149000,33,-34.5867608,-58.4291478,Palermo
290000,78,-34.5864399,-58.4106629,Palermo
69000,30,-34.627564,-58.4109898,Boedo
225000,42,-34.5709453,-58.433038,Belgrano
104000,39,-34.6353994,-58.3959943,Parque Patricios
154900,37,-34.5638424,-58.4566327,Belgrano
94000,47,-34.612484,-58.437748,Caballito
181000,63,-34.580089,-58.433594,Palermo
96900,33,-34.5817888,-58.449509,Colegiales
215000,59,-34.5878061,-58.4327869,Palermo
180000,87,-34.57187621,-58.48779718,Villa Urquiza
79800,33,-34.62960299,-58.44129878,Caballito
160000,76,-34.6048156,-58.4219027,Almagro
108000,48,-34.622579,-58.440804,Caballito
137000,50,-34.622702,-58.441966,Caballito
169000,74,-34.56863433,-58.45083986,Belgrano
150000,67,-34.6041361,-58.4419685,Parque Centenario
83000,33,-34.5587,-58.4778,Coghlan
183000,60,-34.57420188,-58.44880062,Colegiales
119000,47,-34.5684053,-58.48757,Villa Urquiza
110000,43,,,
120000,52,-34.60613,-58.4741353,Paternal
108432.25,45,-34.6176481,-58.4619167,Caballito
135000,82,-34.62321,-58.373421,San Telmo
105000,72,-34.63658,-58.491726,Floresta
153000,39,-34.57922,-58.411487,Palermo
115000,59,-34.623903,-58.429499,Caballito
83000,55,-34.64842672,-58.52516266,Liniers
255000,82,-34.56825884,-58.43551141,Palermo
265000,64,-34.5744675,-58.4203341,Palermo
99900,38,-34.593191,-58.445646,Villa Crespo
98654.35,36,-34.5878079,-58.4398618,Palermo
65000,60,-34.654085,-58.417365,Pompeya
113239,47,-34.6244303,-58.3741828,San Telmo
100000,67,,,Villa Lugano
155000,72,-34.635559,-58.44027,Parque Chacabuco
220000,69,-34.566463,-58.4517026,Belgrano
115000,35,-34.5887304,-58.4180122,Palermo
102000,59,-34.6360006,-58.4776018,Floresta
104000,35,-34.5907572,-58.4354436,Palermo
81883.11,31,-34.6261244,-58.3859524,Constitución
200000,75,-34.6025221,-58.4276485,Almagro
50000,30,-34.6259681,-58.382951,Constitución
120000,36,,,Belgrano
270000,91,-34.5824961,-58.4102772,Barrio Norte
118000,45,-34.603788,-58.43349107,Caballito
129000,76,-34.631361,-58.45442,Flores
199000,73,,,Palermo
180000,87,-34.615138,-58.3992878,San Cristobal
72000,44,-34.631542,-58.410931,Parque Patricios
159000,73,-34.59386329,-58.44516527,Villa Crespo
98000,34,-34.55,-58.466667,Nuñez
73000,31,-34.620043,-58.462678,Flores
94000,56,-34.5847708,-58.4551274,Chacarita
90000,70,-34.6306138,-58.4665646,Flores
100000,34,,,Palermo
107000,44,-34.582397,-58.422568,Palermo
112944,47,-34.6244303,-58.3741828,San Telmo
88000,33,-34.5463152,-58.4721376,Nuñez
158000,41,-34.57206197,-58.44602108,Belgrano
165000,90,-34.6314404,-58.3890798,Parque Patricios
159000,40,-34.563205,-58.446027,Belgrano
103000,77,-34.642018,-58.4558648,Flores
82400,32,-34.5644917,-58.4723786,Palermo
80000,46,-34.619962,-58.508706,Villa del Parque
211196,81,-34.612287,-58.422895,Almagro
95000,39,-34.5930501,-58.4433401,Villa Crespo
147000,66,-34.6027128,-58.4371733,Villa Crespo
95000,32,-34.6036844,-58.3815591,Belgrano
102000,49,-34.6279785,-58.4494266,Caballito
83000,43,-34.6548262,-58.5062553,Mataderos
75000,38,,,Villa Crespo
70000,37,-34.627625,-58.360648,Boca
230000,95,-34.6031951,-58.42158402,Almagro
83000,31,-34.6177615,-58.383662,Monserrat
82000,73,-34.631599,-58.362898,Boca
85871,39,-34.59074098,-58.44875308,Chacarita
120000,45,-34.57262929,-58.44411507,Belgrano
94000,49,-34.54384,-58.480901,Nuñez
101000,37,-34.62818,-58.429483,Caballito
99999,78,-34.6158238,-58.4333203,Caballito
369000,91,-34.5531141,-58.4610751,Nuñez
110000,48,-34.5942724,-58.4949974,Agronomía
205000,85,-34.5841264,-58.4156289,Palermo
100000,50,-34.64482543,-58.5105035,Liniers
80000,40,,,
100000,42,-34.5688712,-58.4884216,Villa Urquiza
71938,45,-34.63093,-58.468101,Flores
131000,37,-34.5493344,-58.4543953,Nuñez
150000,41,-34.5760944,-58.4332152,Palermo
114000,51,-34.5421771,-58.4766418,Nuñez
230000,77,-34.59516393,-58.38597412,Recoleta
105000,35,-34.60808733,-58.43089266,Villa Crespo
87405,42,-34.6283,-58.429794,Caballito
100000,58,-34.6200189,-58.3700544,San Telmo
130000,56,-34.6029165,-58.4179303,Almagro
348000,92,-34.5864268,-58.4304968,Palermo
95000,45,-34.6142794,-58.4354197,Parque Centenario
65000,74,-34.67855255,-58.4901166,Villa Lugano
200000,71,-34.6088011,-58.4697781,Villa General Mitre
122000,45,-34.59011665,-58.39408069,Recoleta
130000,40,-34.603438,-58.4364402,Villa Crespo
170000,62,-34.6036844,-58.3815591,Retiro
152800,46,-34.597769,-58.42644,Villa Crespo
235000,100,-34.59569243,-58.40323388,Barrio Norte
90000,43,-34.6314846,-58.4374634,Parque Chacabuco
110000,80,-34.6274466,-58.3912281,Parque Patricios
82000,33,-34.605767,-58.430851,Almagro
100033,57,-34.63093,-58.468101,Flores
93000,37,-34.5663095,-58.4703235,Coghlan
87500,44,-34.597077,-58.445957,Villa Crespo
150000,80,-34.6003579,-58.4372479,Villa Crespo
99000,60,,,Floresta
299000,65,-34.5908976,-58.3842513,Barrio Norte
123922.62,45,-34.6176481,-58.4619167,Caballito
135000,44,-34.6328552,-58.3855479,San Telmo
105000,40,-34.5887356,-58.4198315,Palermo
144900,65,-34.603912,-58.425808,Almagro
67000,40,-34.6038466,-58.4156749,Almagro
155000,88,-34.6272555,-58.4516154,Flores
165000,54,-34.59314639,-58.41547135,Palermo
168240,47,-34.565206,-58.436515,Palermo
114000,50,-34.5977948,-58.4176246,Palermo
184000,99,-34.5970139,-58.43412794,Villa Crespo
139000,50,-34.59770557,-58.41666136,Palermo
88549.51,45,-34.5707547,-58.5414898,Almagro
270000,89,-34.5893508,-58.408068,Barrio Norte
78000,30,-34.5732483,-58.4824635,Villa Urquiza
87000,30,-34.5963687,-58.4234871,Palermo
285000,82,,,Palermo
90000,42,-34.609508,-58.51432,Villa Devoto
151000,48,-34.5652742,-58.4715823,Belgrano
190000,84,-34.5647052,-58.4588362,Belgrano
64700,30,-34.5935406,-58.4449988,Villa Crespo
146000,62,-34.64832,-58.5007399,Mataderos
229000,70,-34.5506896,-58.4589535,Nuñez
155000,87,-34.616539,-58.378172,San Telmo
215000,59,-34.5781496,-58.4235496,Palermo
115279,42,,,San Telmo
79736,36,-34.62335531,-58.37624109,San Telmo
260000,90,-34.5895459,-58.3973636,Recoleta
85000,34,-34.5794426,-58.499546,Villa Pueyrredón
120000,42,-34.5548123,-58.4396756,Belgrano
81650,42,-34.60174,-58.491034,Villa del Parque
125000,70,-34.6318808,-58.47095,Flores
120000,57,-34.638875,-58.510228,Villa Luro
210000,75,-34.6213159,-58.4604044,Flores
69300,30,-34.596269,-58.497952,Villa Devoto
75000,30,-34.5876988,-58.5109683,Villa Devoto
93812,42,-34.6487541,-58.5002128,Mataderos
115000,70,-34.6047489,-58.3784568,San Nicolás
198000,60,-34.591549,-58.405353,Barrio Norte
75000,33,-34.5843603,-58.453461,Chacarita
183000,74,-34.6193883,-58.4276243,Almagro
158000,53,-34.62732,-58.37248,San Telmo
145000,80,-34.6044575,-58.4067611,Once
91000,35,-34.6171517,-58.3724261,San Telmo
135000,60,-34.60559028,-58.39515383,Once
63000,30,-34.5998551,-58.3896003,San Nicolás
138000,51,-34.550557,-58.468466,Nuñez
125000,50,-34.565648,-58.489172,Villa Urquiza
140000,45,-34.5556734,-58.4833097,Saavedra
159500,45,-34.5900864,-58.4202008,Palermo
79000,36,-34.583633,-58.47327,Villa Urquiza
75000,30,-34.61670554,-58.38773948,Monserrat
87000,42,-34.572631,-58.477792,Villa Urquiza
108000,53,-34.6380234,-58.5018908,Villa Luro
293231.78,63,-34.6248755,-58.4177943,Boedo
190000,96,-34.603011,-58.458552,Paternal
122000,52,-34.61919303,-58.3926755,Congreso
130000,70,-34.60237938,-58.45944171,Balvanera
114000,39,-34.594413,-58.397585,Recoleta
72850,35,-34.5933706,-58.4422322,Villa Crespo
115000,64,-34.635756,-58.404692,Parque Patricios
170300,51,-34.62818,-58.429483,Caballito
177000,35,-34.5818399,-58.4131696,Palermo
115000,50,-34.60542007,-58.45943325,Balvanera
95000,39,-34.5749336,-58.4405971,Palermo
139000,50,-34.59794358,-58.41585254,Palermo
133000,75,-34.6079114,-58.3907038,Congreso
153000,59,-34.606283,-58.3922029,Congreso
225000,90,-34.5859757,-58.4150508,Palermo
178000,46,-34.58734236,-58.40255045,Recoleta
234000,73,-34.5599206,-58.4451089,Belgrano
87000,53,-34.607722,-58.41412,Almagro
129000,35,-34.5429344,-58.4617742,Nuñez
235000,94,-34.6017777,-58.4053874,Balvanera
210000,60,-34.60371374,-58.38158089,Colegiales
93000,50,-34.6287428,-58.4674809,Flores
103000,45,-34.6472257,-58.4923125,Flores
70500,37,-34.625227,-58.457758,Flores
225000,50,-34.550957,-58.462601,Nuñez
300000,95,-34.5946402,-58.3872426,Recoleta
140000,48,-34.586164,-58.438563,Palermo
147000,50,-34.574642,-58.485149,Villa Urquiza
95000,45,-34.6276247,-58.4529543,Caballito
35000,50,-34.6773645,-58.4921739,Villa Lugano
93900,31,-34.60189273,-58.43270672,Villa Crespo
107000,50,-34.6177615,-58.383662,Balvanera
87000,45,-34.6421604,-58.423024,Parque Chacabuco
245000,99,-34.61137,-58.390396,Congreso
129000,65,,,
230000,80,-34.5982791,-58.4995167,Villa Devoto
110000,50,-34.685943,-58.5439579,Parque Centenario
93000,35,-34.6171517,-58.3724261,San Telmo
95000,36,-34.5742178,-58.44173,Belgrano
60000,35,-34.6418941,-58.4127784,Parque Patricios
115000,44,-34.5751647,-58.4421072,Belgrano
78000,31,-34.620043,-58.462678,Flores
85000,60,,,
147500,53,-34.554241,-58.466685,Nuñez
125000,45,-34.6076685,-58.449767,Villa Crespo
100000,40,-34.56950916,-58.4852241,Villa Urquiza
68000,44,-34.63360349,-58.42373878,Boedo
70000,32,-34.5691757,-58.4128265,Balvanera
130000,35,-34.6171896,-58.4413475,Caballito
106000,44,-34.5762785,-58.4711259,Villa Urquiza
116000,30,-34.5427503,-58.4601452,Nuñez
140000,38,-34.6167232,-58.3874498,Monserrat
150000,66,-34.59308065,-58.44595391,Villa Crespo
165000,39,-34.5429344,-58.4617742,Nuñez
190000,92,-34.5759248,-58.4865362,Villa Urquiza
179000,87,-34.620954,-58.410959,Villa Crespo
113300,53,-34.5679755,-58.4853085,Villa Urquiza
125000,72,-34.626605,-58.376799,San Telmo
68000,35,-34.633033,-58.386288,Barracas
127500,50,-34.626769,-58.4252038,Boedo
135000,83,-34.636763,-58.431317,Parque Chacabuco
95000,42,-34.5620844,-58.4566864,Belgrano
185000,70,-34.6425826,-58.3728643,Barracas
91617.01,48,-34.631591,-58.370191,Barracas
89500,32,-34.5978398,-58.4249739,Villa Crespo
76000,34,,,Floresta
120000,30,-34.56661965,-58.46269405,Belgrano
215000,91,-34.599749,-58.4122179,Balvanera
149000,86,-34.6052922,-58.40905,Almagro
57000,30,-34.633333,-58.4,Parque Patricios
125000,38,-34.554945,-58.454025,Belgrano
241550,43,-34.5679891,-58.4339848,Las Cañitas
64500,34,-34.636739,-58.488142,Floresta
172000,65,-34.629036,-58.4394486,Parque Chacabuco
126371,45,-34.62960299,-58.44129878,Caballito
389000,85,-34.5652122,-58.4362987,Palermo
110000,55,-34.537377,-58.4673599,Nuñez
159000,51,-34.6097576,-58.4482756,Caballito
89500,39,-34.598755,-58.437202,Villa Crespo
158000,60,-34.571605,-58.481085,Villa Urquiza
105000,46,-34.578334,-58.495266,Villa Urquiza
165800,60,-34.585383,-58.441772,Palermo
204000,81,-34.5683121,-58.4481303,Belgrano
160000,72,-34.5881138,-58.4196171,Palermo
138000,81,-34.6476635,-58.4983674,Mataderos
118000,36,-34.57010657,-58.47624815,Villa Urquiza
121000,39,-34.5795217,-58.4343212,Palermo
145000,90,-34.6058972,-58.4247453,Almagro
98800,52,-34.625815,-58.375378,San Telmo
96681.26,48,-34.631591,-58.370191,Barracas
170000,60,-34.5750344,-58.4388816,Belgrano
75000,69,-34.633384,-58.354396,Boca
97500,49,-34.6177615,-58.383662,Centro / Microcentro
320000,70,-34.60371374,-58.38158089,Belgrano
140000,55,-34.582763,-58.4678723,Villa Urquiza
169000,56,-34.587953,-58.414446,Palermo
150000,50,-34.6405283,-58.5294588,Villa Luro
95000,33,-34.5750611,-58.4349785,Palermo
78000,32,-34.5974261,-58.4102733,Palermo
65000,30,,,
150000,80,-34.6003579,-58.4372479,Villa Crespo
315000,76,-34.58836235,-58.39611906,Palermo
117000,60,-34.5627217,-58.4694253,Villa Urquiza
139500,70,-34.6045043,-58.4372375,Villa Crespo
127000,45,-34.5978249,-58.4164389,Palermo
99000,42,-34.565238,-58.4579407,Belgrano
130000,44,-34.572302,-58.494543,Villa Urquiza
98000,58,-34.6231081,-58.3969698,San Cristobal
107192,40,-34.5958969,-58.4715637,Paternal
98000,59,-34.61888142,-58.46194267,Flores
90000,33,-34.5652742,-58.4715823,Belgrano
55000,33,-34.6337047,-58.361699,Boca
76792.54,32,-34.620556,-58.371667,San Telmo
215000,70,-34.580879,-58.413393,Palermo
89000,66,-34.54914273,-58.48498821,Saavedra
172000,58,-34.548591,-58.467478,Nuñez
99000,48,-34.5953909,-58.44852,Villa Crespo
88000,45,-34.6421604,-58.423024,Parque Chacabuco
177000,51,-34.570754,-58.433833,Palermo
88000,30,-34.5963929,-58.42304457,Palermo
145000,70,-34.5980379,-58.413308,Palermo
131353,36,-34.588481,-58.438827,Palermo
69000,52,-34.6302976,-58.3615014,Boca
129000,78,-34.6040434,-58.3680934,Once
123000,78,-34.62483032,-58.46433072,Flores
90000,59,-34.626881,-58.365201,Boca
292340,79,-34.567984,-58.4337562,Las Cañitas
75000,37,-34.613354,-58.4019882,Once
84500,48,,,
200000,63,-34.5652742,-58.4715823,Belgrano
81900,37,-34.6256447,-58.4611155,Flores
240000,84,-34.54348344,-58.47133857,Nuñez
98500,46,-34.5931338,-58.4351147,Villa Crespo
88000,52,-34.62241,-58.4665625,Flores
120000,80,-34.6063185,-58.4033244,Balvanera
92077.39,33,-34.6270753,-58.42001,Boedo
100000,91,-34.602517,-58.442266,Villa Crespo
124861,47,-34.6244301,-58.3741828,San Telmo
78000,35,-34.6161607,-58.4584073,Caballito
98000,49,-34.6162229,-58.4184465,Almagro
97000,36,-34.5616857,-58.4631122,Belgrano
82000,37,-34.56532092,-58.4716025,Coghlan
95900,36,-34.6540398,-58.5062386,Mataderos
250000,100,-34.560082,-58.45572,Belgrano
69500,34,-34.609736,-58.39867875,Congreso
147500,80,-34.6101131,-58.4735066,Villa General Mitre
165000,60,-34.6277787,-58.4324062,Caballito
170000,76,-34.600477,-58.503557,Villa Devoto
82706,53,-34.631255,-58.370463,Barracas
94900,45,-34.6299454,-58.410117,Boedo
181721.32,56,-34.5519084,-58.4685759,Nuñez
235000,84,-34.563687,-58.474474,Coghlan
112794.81,42,-34.62331997,-58.39746071,Monserrat
109400,41,-34.5562335,-58.4619755,Belgrano
64500,65,,,Villa Lugano
154000,87,-34.615144,-58.391969,Monserrat
88000,38,-34.5710901,-58.490498,Villa Urquiza
123420,44,-34.54179,-58.476815,Nuñez
65000,37,-34.62824762,-58.46534519,Flores
120000,40,-34.5574837,-58.4806697,Saavedra
105000,45,-34.6025527,-58.4271351,Almagro
107000,63,-34.6112189,-58.405421,Once
145945,65,-34.6137748,-58.4777341,Villa Santa Rita
185000,60,-34.5674591,-58.4323692,Palermo
59800,32,-34.611205,-58.387349,Congreso
110000,42,-34.5990818,-58.3791226,Centro / Microcentro
57000,39,-34.6188284,-58.5188057,Villa Devoto
59000,35,-34.639711,-58.477235,Floresta
86000,36,-34.61335,-58.38465,Centro / Microcentro
101942.83,32,-34.56822,-58.458337,Belgrano
98000,35,-34.60371374,-58.38158089,Belgrano
150000,60,-34.6532248,-58.5135284,Mataderos
115000,70,-34.626304,-58.47368,Flores
144000,53,-34.5971308,-58.4417361,Villa Crespo
178000,52,-34.58755836,-58.4145885,Palermo
263716,45,-34.567984,-58.4337562,Las Cañitas
186000,63,-34.623771,-58.440083,Caballito
210000,80,-34.6205971,-58.4608572,Flores
74500,35,-34.6170265,-58.4484746,Caballito
150000,38,-34.5890311,-58.4100626,Barrio Norte
86874.43,30,-34.6015537,-58.397086,Recoleta
129000,72,-34.6051385,-58.4056608,Once
165000,90,-34.57215029,-58.48848596,Villa Urquiza
225000,70,-34.5859727,-58.4148281,Palermo
151800,69,-34.6299244,-58.4098381,Parque Patricios
42500,30,-34.6036844,-58.3815591,Abasto
180000,70,-34.5774019,-58.4285728,Palermo
92000,40,-34.557305,-58.446278,Belgrano
340000,66,-34.5741087,-58.4320288,Palermo
140000,50,-34.5978249,-58.4164389,Palermo
96878.57,42,-34.6321116,-58.3703982,Barracas
134000,81,-34.637052,-58.472832,Floresta
103900,71,-34.609443,-58.399132,Once
194000,83,-34.556238,-58.468568,Nuñez
106000,45,-34.6298858,-58.4098611,Parque Patricios
179000,60,-34.5620844,-58.4566864,Belgrano
94000,47,-34.59459737,-58.44204525,Villa Crespo
142000,47,-34.5711496,-58.4232966,Palermo
57000,31,-34.623204,-58.406636,San Cristobal
170000,52,,,Barrio Norte
106480.93,44,-34.6222103,-58.4043385,San Cristobal
94188,31,-34.562909,-58.465303,Belgrano
95000,35,-34.5785739,-58.43757,Palermo
110000,60,,,Floresta
93900,37,-34.597942,-58.415551,Palermo
176000,47,-34.5620844,-58.4566864,Belgrano
149000,70,-34.6021538,-58.4335529,Villa Crespo
330000,75,-34.5625,-58.458333,Belgrano
158000,53,-34.573032,-58.437266,Palermo
125000,42,-34.616703,-58.4570045,Caballito
85000,45,-34.6202698,-58.3931932,Balvanera
169147,75,-34.5958969,-58.4715637,Paternal
114000,47,-34.617497,-58.4578104,Caballito
75500,30,-34.6094843,-58.4246305,Almagro
151163.26,69,-34.56633,-58.479707,Villa Urquiza
78000,37,-34.6079346,-58.4200398,Almagro
78000,45,-34.6028323,-58.3871904,Tribunales
183000,60,-34.615941,-58.439588,Caballito
125000,70,-34.6112232,-58.41567,Balvanera
152000,77,-34.6138745,-58.4050396,Balvanera
57634,35,-34.6186349,-58.478887,Flores
119500,68,-34.60162174,-58.43416395,Villa Crespo
249000,90,-34.609719,-58.43393,Caballito
127000,45,-34.59770557,-58.41666136,Palermo
77000,33,,,
80000,71,-34.610506,-58.409379,Balvanera
109500,58,-34.5891219,-58.515064,Villa Devoto
104000,51,-34.6036844,-58.3815591,Villa Crespo
85000,35,-34.6082976,-58.4853178,Villa del Parque
154900,43,-34.587692,-58.3838697,Barrio Norte
88000,49,-34.640658,-58.438253,Parque Chacabuco
300000,88,-34.5761605,-58.4853088,Villa Urquiza
100000,47,-34.6049321,-58.4350536,Caballito
158000,52,-34.5631913,-58.48995693,Villa Urquiza
123000,44,-34.5546395,-58.4393927,Belgrano
135000,51,-34.584358,-58.442652,Palermo
60000,40,-34.6508775,-58.505965,Mataderos
82000,45,-34.6396998,-58.5346936,Villa Luro
290000,67,-34.58656161,-58.40033636,Recoleta
40448.28,35,-34.6267858,-58.4253358,Boedo
94000,50,-34.6120966,-58.40095824,Balvanera
145569,50,-34.572721,-58.483565,Villa Urquiza
49900,30,-34.6260296,-58.383584,Constitución
159000,64,-34.5596974,-58.4576976,Belgrano
95000,32,-34.5951055,-58.3857913,Barrio Norte
62000,31,-34.629373,-58.364734,Boca
102000,31,-34.5551569,-58.4535714,Belgrano
52064,66,-34.5413289,-58.473409,Saavedra
120000,46,-34.60164,-58.433828,Villa Crespo
129000,43,-34.5817888,-58.449509,Colegiales
160000,38,-34.5745068,-58.458131,Colegiales
95000,37,-34.60371374,-58.38158089,Belgrano
110503.66,40,-34.570884,-58.4886936,Villa Urquiza
95000,42,-34.5980302,-58.4466782,Caballito
185000,90,-34.5981389,-58.4272486,Villa Crespo
102000,47,,,Saavedra
190000,92,-34.5688625,-58.4509752,Belgrano
108576,47,-34.5904622,-58.370987,Paternal
73500,30,-34.61724175,-58.44923224,Caballito
95900,50,-34.6102476,-58.3875204,Congreso
208000,83,-34.55634,-58.468519,Nuñez
92000,36,-34.607284,-58.448776,Caballito
169500,38,-34.582673,-58.4439135,Palermo
178100,37,-34.5905181,-58.3886654,Recoleta
